Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (min),Avg CTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance (km),Driver Ratings,Customer Rating
2025-07-31,12:38:58,BLR202507-002777,Incomplete,CUST-437466,Prime SUV,Hennur,Nagarbhavi,,,0,,0,,1,Customer Demand,,,,
2025-07-23,13:08:30,BLR202507-002778,Cancelled by Driver,CUST-721632,Bike,Frazer Town,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-11,03:01:48,BLR202507-002779,Success,CUST-635780,Auto,CV Raman Nagar,Sarjapur,5,12,0,,0,,0,,47.12,1.58,4.52,4.93
2025-07-05,16:44:42,BLR202507-002780,Incomplete,CUST-753899,Prime Sedan,Marathahalli,Sadashivanagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-15,16:10:49,BLR202507-002781,Cancelled by Customer,CUST-731871,eBike,Ulsoor,Electronic City,,,1,Wrong Address,0,,0,,,,,
2025-07-13,10:36:16,BLR202507-002782,Cancelled by Customer,CUST-915197,Prime Plus,Devanahalli,Ulsoor,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-12,02:16:03,BLR202507-002783,Cancelled by Driver,CUST-988954,Prime SUV,Whitefield,Bommanahalli,,,0,,1,Customer related issue,0,,,,,
2025-07-08,15:03:30,BLR202507-002784,Cancelled by Customer,CUST-763821,Auto,Bellandur,Domlur,,,1,Wrong Address,0,,0,,,,,
2025-07-18,19:59:39,BLR202507-002785,Success,CUST-253218,Prime SUV,Ulsoor,Bellandur,10,23,0,,0,,0,,521.32,13.69,5,4.46
2025-07-16,17:32:59,BLR202507-002786,Success,CUST-429429,Bike,Yeshwanthpur,Hebbal,4,11,0,,0,,0,,194.92,16.22,4.81,4.78
2025-07-27,02:41:04,BLR202507-002787,Success,CUST-950110,eBike,Hebbal,Uttarahalli,5,13,0,,0,,0,,109.65,10.85,4.66,4.81
2025-07-20,01:15:21,BLR202507-002788,Success,CUST-226209,Prime Sedan,Nagawara,Whitefield,8,18,0,,0,,0,,273.96,10.18,3.85,4.48
2025-07-24,04:00:25,BLR202507-002789,Success,CUST-304412,Bike,Shivajinagar,BTM Layout,9,18,0,,0,,0,,209.1,19.41,4.35,5
2025-07-08,23:05:15,BLR202507-002790,Cancelled by Customer,CUST-929118,Mini,Kadubeesanahalli,Hoodi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-10,08:23:14,BLR202507-002791,Cancelled by Customer,CUST-373665,Prime Plus,Banashankari,BTM Layout,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-01,09:40:37,BLR202507-002792,Success,CUST-783288,eBike,Sarjapur,Brookefield,8,17,0,,0,,0,,216.15,20.5,4.32,5
2025-07-03,01:38:26,BLR202507-002793,Cancelled by Customer,CUST-486538,Mini,Devanahalli,Banashankari,,,1,Wrong Address,0,,0,,,,,
2025-07-21,11:19:11,BLR202507-002794,Success,CUST-500576,Bike,Rajajinagar,Uttarahalli,9,16,0,,0,,0,,276.43,23.63,5,5
2025-07-15,13:19:18,BLR202507-002795,Success,CUST-895304,Prime Sedan,HSR Layout,Ulsoor,14,21,0,,0,,0,,474.16,19.28,4.66,3.9
2025-07-15,05:06:06,BLR202507-002796,Success,CUST-389353,Prime Plus,Thanisandra,Uttarahalli,3,12,0,,0,,0,,124,2.56,4.02,5
2025-07-15,22:03:44,BLR202507-002797,Success,CUST-398595,Prime Plus,Kengeri,JP Nagar,10,21,0,,0,,0,,651.25,23.65,4.64,4.66
2025-07-11,09:44:19,BLR202507-002798,Success,CUST-117779,Auto,Whitefield,Bellandur,13,23,0,,0,,0,,144.08,7.57,4.08,4.39
2025-07-18,20:53:08,BLR202507-002799,Success,CUST-600277,Prime Sedan,Banashankari,Bellandur,9,19,0,,0,,0,,301.36,10.18,4.59,4.05
2025-07-27,22:03:37,BLR202507-002800,Cancelled by Customer,CUST-855500,Mini,Peenya,Koramangala,,,1,Wrong Address,0,,0,,,,,
2025-07-21,13:40:37,BLR202507-002801,Incomplete,CUST-439617,Mini,Malleshwaram,Bellandur,,,0,,0,,1,Other Issue,,,,
2025-07-27,04:16:54,BLR202507-002802,Cancelled by Customer,CUST-897475,Auto,Kalyan Nagar,BTM Layout,,,1,Change of plans,0,,0,,,,,
2025-07-19,17:32:56,BLR202507-002803,Success,CUST-893238,Bike,MG Road,Shivajinagar,3,9,0,,0,,0,,191.62,15.92,4.79,4.42
2025-07-02,04:53:30,BLR202507-002804,Success,CUST-857886,eBike,Thanisandra,JP Nagar,6,10,0,,0,,0,,86.16,8.24,5,4.69
2025-07-16,14:52:13,BLR202507-002805,Success,CUST-166980,Auto,JP Nagar,Banashankari,3,13,0,,0,,0,,370.94,24.71,4.49,4.54
2025-07-04,02:23:51,BLR202507-002806,Success,CUST-648175,Prime Plus,Thanisandra,Frazer Town,11,21,0,,0,,0,,170,4.4,4.89,5
2025-07-03,18:23:18,BLR202507-002807,Cancelled by Customer,CUST-891317,Prime Sedan,Domlur,Sarjapur Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-14,06:55:40,BLR202507-002808,Success,CUST-460262,Prime SUV,Electronic City,Basavanagudi,13,18,0,,0,,0,,388.36,11.37,4.19,5
2025-07-13,04:19:42,BLR202507-002809,Success,CUST-671590,Auto,Sadashivanagar,Brookefield,5,10,0,,0,,0,,182.5,11.25,4.49,4.27
2025-07-21,16:32:27,BLR202507-002810,Cancelled by Customer,CUST-928090,Mini,Hoodi,Banashankari,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-27,17:15:51,BLR202507-002811,Success,CUST-193819,Prime SUV,Yelahanka,Harlur,9,23,0,,0,,0,,684.1,17.86,4.33,4.02
2025-07-06,16:25:45,BLR202507-002812,Success,CUST-220847,Prime SUV,Benson Town,RT Nagar,13,18,0,,0,,0,,539.84,16.78,4.59,5
2025-07-08,07:04:04,BLR202507-002813,Cancelled by Driver,CUST-159259,eBike,Mahadevapura,Peenya,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-02,23:53:02,BLR202507-002814,Cancelled by Customer,CUST-774132,Prime SUV,Hoodi,RT Nagar,,,1,Wrong Address,0,,0,,,,,
2025-07-02,15:43:06,BLR202507-002815,Cancelled by Driver,CUST-144224,Prime Plus,Sarjapur,RT Nagar,,,0,,1,Customer related issue,0,,,,,
2025-07-31,06:53:09,BLR202507-002816,Cancelled by Customer,CUST-244360,Bike,Bellandur,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,
2025-07-01,00:26:57,BLR202507-002817,Success,CUST-635032,Prime SUV,BTM Layout,Basavanagudi,5,15,0,,0,,0,,253.12,6.54,4.47,4.63
2025-07-01,10:30:50,BLR202507-002818,Success,CUST-802170,eBike,Hoodi,Brookefield,6,14,0,,0,,0,,135.76,12.38,4.89,4.46
2025-07-18,02:21:36,BLR202507-002819,Success,CUST-171262,Auto,Hebbal,Kengeri,13,26,0,,0,,0,,340.42,22.53,4.38,4.84
2025-07-02,20:18:28,BLR202507-002820,Cancelled by Customer,CUST-318981,Prime Plus,Kengeri,Basavanagudi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-12,04:50:08,BLR202507-002821,Success,CUST-835916,Auto,Kengeri,KR Puram,11,24,0,,0,,0,,173.4,10.6,3.7,4.8
2025-07-17,08:47:25,BLR202507-002822,Success,CUST-969307,Prime Plus,Kundalahalli,Yelahanka,6,17,0,,0,,0,,230.73,5.99,4.85,4.71
2025-07-05,14:30:36,BLR202507-002823,Success,CUST-662277,Auto,Hennur,Manyata Tech Park,12,23,0,,0,,0,,77.22,3.73,4.33,4.33
2025-07-20,07:29:58,BLR202507-002824,Success,CUST-395087,Prime Sedan,Peenya,KR Puram,5,12,0,,0,,0,,476.14,19.37,4.76,4.71
2025-07-17,04:44:44,BLR202507-002825,Success,CUST-507287,Prime Plus,Hebbal,Sarjapur,10,24,0,,0,,0,,117,2.28,4.3,4.65
2025-07-20,08:35:32,BLR202507-002826,Success,CUST-368727,Prime Sedan,Hebbal,Bellandur,4,16,0,,0,,0,,228.17,6.37,4.16,4.22
2025-07-29,22:30:32,BLR202507-002827,Success,CUST-372988,Mini,Jayanagar,Kalyan Nagar,3,14,0,,0,,0,,344.92,16.94,4.37,4.1
2025-07-10,10:14:55,BLR202507-002828,Success,CUST-573589,Auto,Harlur,Uttarahalli,6,12,0,,0,,0,,324.83,18.39,4.11,4.23
2025-07-31,15:49:27,BLR202507-002829,Success,CUST-783051,eBike,Shivajinagar,Devanahalli,5,12,0,,0,,0,,194.34,20.26,4.14,4.97
2025-07-13,13:58:01,BLR202507-002830,Success,CUST-314528,Prime Plus,Jayanagar,MG Road,13,25,0,,0,,0,,588,21.12,4.85,5
2025-07-13,03:40:46,BLR202507-002831,Cancelled by Customer,CUST-943721,Auto,Manyata Tech Park,Yelahanka,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-25,09:24:04,BLR202507-002832,Cancelled by Customer,CUST-697905,eBike,Manyata Tech Park,Silk Board,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-29,09:03:22,BLR202507-002833,Success,CUST-722076,Prime SUV,Silk Board,KR Puram,3,15,0,,0,,0,,578.63,15.47,4.44,4.72
2025-07-15,02:17:30,BLR202507-002834,Cancelled by Customer,CUST-157008,eBike,Hennur,RT Nagar,,,1,Change of plans,0,,0,,,,,
2025-07-07,18:59:14,BLR202507-002835,Success,CUST-635926,Auto,Silk Board,Indiranagar,3,13,0,,0,,0,,351.21,21.02,4.63,4.8
2025-07-07,16:27:05,BLR202507-002836,Success,CUST-969885,Prime Plus,Sarjapur Road,Yelahanka,10,16,0,,0,,0,,192,5.28,4.39,4.97
2025-07-16,17:29:29,BLR202507-002837,Cancelled by Customer,CUST-854914,Mini,Nagawara,Bellandur,,,1,Wrong Address,0,,0,,,,,
2025-07-13,03:37:45,BLR202507-002838,Cancelled by Driver,CUST-731046,Prime SUV,Rajajinagar,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,
2025-07-18,11:28:11,BLR202507-002839,Cancelled by Customer,CUST-725727,Prime Sedan,Horamavu,Frazer Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-20,10:46:45,BLR202507-002840,Success,CUST-212471,Auto,Koramangala,Kanakapura Road,14,22,0,,0,,0,,225.24,12.84,4.97,4.52
2025-07-02,03:47:01,BLR202507-002841,Success,CUST-998803,Auto,Ulsoor,Indiranagar,7,12,0,,0,,0,,101.3,5.45,4.46,4.76
2025-07-10,11:58:18,BLR202507-002842,Success,CUST-566679,Mini,Nagawara,Nagarbhavi,10,21,0,,0,,0,,126.84,3.65,4.71,5
2025-07-31,14:24:03,BLR202507-002843,Success,CUST-267234,Auto,Whitefield,KR Puram,13,23,0,,0,,0,,291.84,19.06,3.86,4.73
2025-07-07,05:58:49,BLR202507-002844,Success,CUST-777141,Prime Plus,Kadubeesanahalli,Manyata Tech Park,10,16,0,,0,,0,,431.75,14.87,4.46,4.35
2025-07-29,05:19:23,BLR202507-002845,Success,CUST-490931,Auto,Ulsoor,Brookefield,14,22,0,,0,,0,,190.2,11.8,4.41,5
2025-07-21,20:56:19,BLR202507-002846,Success,CUST-123482,Prime Sedan,Devanahalli,MG Road,4,10,0,,0,,0,,341.11,11.21,5,4.91
2025-07-29,09:49:40,BLR202507-002847,Cancelled by Customer,CUST-225909,Prime Sedan,Banashankari,Benson Town,,,1,Wrong Address,0,,0,,,,,
2025-07-30,12:30:56,BLR202507-002848,Success,CUST-939444,Prime Plus,Jayanagar,Hennur,10,18,0,,0,,0,,444,15.36,4.64,4.58
2025-07-24,09:21:22,BLR202507-002849,Cancelled by Customer,CUST-814949,Prime SUV,Koramangala,Bommanahalli,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-01,05:03:48,BLR202507-002850,Cancelled by Driver,CUST-218055,Auto,Nagawara,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2025-07-28,06:40:09,BLR202507-002851,Success,CUST-707940,eBike,Peenya,Ulsoor,8,16,0,,0,,0,,157.98,16.22,4.65,4.39
2025-07-09,17:18:14,BLR202507-002852,Success,CUST-123654,eBike,Nagarbhavi,Bommanahalli,5,15,0,,0,,0,,58.05,4.53,4.42,4.94
2025-07-03,11:07:58,BLR202507-002853,Cancelled by Driver,CUST-866964,eBike,Banashankari,Yelahanka,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-13,15:22:12,BLR202507-002854,Success,CUST-810954,Mini,Koramangala,MG Road,12,21,0,,0,,0,,269.14,12.73,4.88,4.37
2025-07-16,04:19:49,BLR202507-002855,Cancelled by Customer,CUST-553496,Prime SUV,Arekere,Brookefield,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-01,10:06:15,BLR202507-002856,Success,CUST-704777,Auto,Horamavu,Electronic City,11,16,0,,0,,0,,196.59,10.98,4.42,4.83
2025-07-31,18:01:29,BLR202507-002857,Success,CUST-906913,Prime Sedan,Thanisandra,BTM Layout,14,23,0,,0,,0,,244.72,7.4,4.36,4.03
2025-07-24,05:52:39,BLR202507-002858,Cancelled by Customer,CUST-602447,Prime Plus,Ulsoor,Koramangala,,,1,Change of plans,0,,0,,,,,
2025-07-31,06:40:03,BLR202507-002859,Cancelled by Customer,CUST-297205,Prime Plus,Hoodi,Harlur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-21,09:45:39,BLR202507-002860,Incomplete,CUST-146266,Prime SUV,Nagarbhavi,Kadubeesanahalli,,,0,,0,,1,Other Issue,,,,
2025-07-31,14:34:12,BLR202507-002861,Success,CUST-837093,Mini,RT Nagar,Thanisandra,14,22,0,,0,,0,,407.2,20.4,4.84,4.7
2025-07-28,04:15:29,BLR202507-002862,Success,CUST-878594,Auto,BTM Layout,KR Puram,6,16,0,,0,,0,,303.04,19.86,4.66,3.96
2025-07-03,09:32:50,BLR202507-002863,Success,CUST-727099,Prime Sedan,Arekere,Bommanahalli,3,15,0,,0,,0,,613.34,20.96,4.39,4.58
2025-07-18,22:02:04,BLR202507-002864,Success,CUST-271856,Prime Sedan,Horamavu,KR Puram,4,18,0,,0,,0,,400.46,15.93,4.47,4.48
2025-07-24,16:45:01,BLR202507-002865,Success,CUST-677790,Bike,Banashankari,Bellandur,5,11,0,,0,,0,,80.3,6.53,5,4.16
2025-07-24,20:14:30,BLR202507-002866,Cancelled by Driver,CUST-770369,Prime Sedan,Brookefield,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
2025-07-12,13:09:47,BLR202507-002867,Success,CUST-590192,Prime Sedan,Devanahalli,BTM Layout,11,24,0,,0,,0,,219.4,7.7,4.58,4.76
2025-07-05,10:54:04,BLR202507-002868,Success,CUST-953779,eBike,Sarjapur,Basavanagudi,8,16,0,,0,,0,,226.84,21.58,5,4.4
2025-07-22,18:18:27,BLR202507-002869,Success,CUST-668609,Mini,KR Puram,Kadubeesanahalli,10,15,0,,0,,0,,408.91,18.43,4.65,5
2025-07-03,20:30:44,BLR202507-002870,Success,CUST-731402,Prime Sedan,JP Nagar,Sarjapur Road,13,25,0,,0,,0,,175.27,4.97,4.07,4.01
2025-07-30,02:36:28,BLR202507-002871,Success,CUST-476091,eBike,Arekere,Harlur,5,12,0,,0,,0,,169.95,17.55,4.35,4.28
2025-07-25,11:25:20,BLR202507-002872,Success,CUST-665404,Prime SUV,Mahadevapura,Rajajinagar,4,14,0,,0,,0,,846.38,24.98,4.64,4.86
2025-07-29,05:24:51,BLR202507-002873,Cancelled by Customer,CUST-144832,Prime Sedan,Shivajinagar,Hennur,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-20,13:44:14,BLR202507-002874,Cancelled by Customer,CUST-458245,Bike,Hennur,Manyata Tech Park,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-28,19:27:49,BLR202507-002875,Cancelled by Customer,CUST-937534,Bike,JP Nagar,Yelahanka,,,1,Wrong Address,0,,0,,,,,
2025-07-03,14:25:25,BLR202507-002876,Success,CUST-963442,Mini,Jayanagar,Shivajinagar,12,22,0,,0,,0,,127.3,4.85,3.99,4.17
2025-07-18,01:59:29,BLR202507-002877,Cancelled by Driver,CUST-144017,Bike,HSR Layout,Nagarbhavi,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-09,11:08:49,BLR202507-002878,Cancelled by Driver,CUST-677187,eBike,Rajajinagar,Manyata Tech Park,,,0,,1,Customer related issue,0,,,,,
2025-07-22,01:03:50,BLR202507-002879,Cancelled by Customer,CUST-844229,Prime SUV,Sarjapur Road,Basavanagudi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-11,15:38:26,BLR202507-002880,Success,CUST-867405,Prime SUV,KR Puram,Peenya,6,13,0,,0,,0,,350.56,10.02,4.67,4.34
2025-07-30,14:15:12,BLR202507-002881,Success,CUST-514146,Bike,Horamavu,Kundalahalli,3,9,0,,0,,0,,195.1,18.01,5,4.61
2025-07-08,20:59:29,BLR202507-002882,Success,CUST-705048,Prime Sedan,Manyata Tech Park,Brookefield,3,9,0,,0,,0,,518.67,19.16,4.58,5
2025-07-23,08:27:53,BLR202507-002883,Success,CUST-888073,Auto,RT Nagar,Hennur,6,16,0,,0,,0,,376,22.63,4.92,4.49
2025-07-21,05:02:59,BLR202507-002884,Cancelled by Customer,CUST-575690,Prime Plus,Hoodi,Sarjapur,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-23,07:16:59,BLR202507-002885,Success,CUST-100625,Prime SUV,Shivajinagar,HSR Layout,4,15,0,,0,,0,,497.28,15.26,4.83,4.78
2025-07-16,10:53:58,BLR202507-002886,Incomplete,CUST-251367,Auto,Hoodi,Silk Board,,,0,,0,,1,Customer Demand,,,,
2025-07-25,12:47:05,BLR202507-002887,Incomplete,CUST-525847,Prime Sedan,Yelahanka,Yeshwanthpur,,,0,,0,,1,Other Issue,,,,
2025-07-04,16:38:06,BLR202507-002888,Cancelled by Driver,CUST-954059,Prime Plus,Koramangala,JP Nagar,,,0,,1,Customer related issue,0,,,,,
2025-07-06,06:32:43,BLR202507-002889,Success,CUST-967860,Prime SUV,Mahadevapura,Electronic City,3,11,0,,0,,0,,382.76,11.17,4.77,4.6
2025-07-03,19:41:57,BLR202507-002890,Success,CUST-365744,Mini,Jayanagar,Kadubeesanahalli,12,17,0,,0,,0,,348.01,14.59,4.45,5
2025-07-31,15:31:59,BLR202507-002891,Cancelled by Driver,CUST-474880,eBike,Kundalahalli,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-11,22:54:46,BLR202507-002892,Cancelled by Driver,CUST-506582,Prime Sedan,Yelahanka,Silk Board,,,0,,1,More than permitted people in there,0,,,,,
2025-07-20,22:34:48,BLR202507-002893,Success,CUST-718335,Mini,Hennur,Kanakapura Road,7,13,0,,0,,0,,203.8,9.1,3.7,4.56
2025-07-19,20:48:20,BLR202507-002894,Success,CUST-143908,eBike,Basavanagudi,MG Road,2,13,0,,0,,0,,90.97,7.09,5,4.5
2025-07-16,07:38:04,BLR202507-002895,Incomplete,CUST-435158,Prime Sedan,Koramangala,Benson Town,,,0,,0,,1,Other Issue,,,,
2025-07-16,21:37:45,BLR202507-002896,Cancelled by Customer,CUST-936587,Mini,Sarjapur,Yeshwanthpur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-14,07:31:55,BLR202507-002897,Success,CUST-822040,Bike,Kanakapura Road,Domlur,8,15,0,,0,,0,,219,20.4,5,4.66
2025-07-31,09:06:46,BLR202507-002898,Success,CUST-818115,Mini,Koramangala,CV Raman Nagar,14,21,0,,0,,0,,493.46,22.7,4.54,4.82
2025-07-02,20:20:29,BLR202507-002899,Cancelled by Customer,CUST-611126,Prime SUV,Marathahalli,Bommanahalli,,,1,Change of plans,0,,0,,,,,
2025-07-18,12:46:26,BLR202507-002900,Incomplete,CUST-196520,Auto,Frazer Town,Nagawara,,,0,,0,,1,Other Issue,,,,
2025-07-21,14:46:17,BLR202507-002901,Success,CUST-198572,Mini,CV Raman Nagar,Manyata Tech Park,12,23,0,,0,,0,,211.54,9.53,4.53,5
2025-07-11,19:04:19,BLR202507-002902,Cancelled by Customer,CUST-353103,Bike,Bommanahalli,MG Road,,,1,Change of plans,0,,0,,,,,
2025-07-10,01:09:18,BLR202507-002903,Cancelled by Driver,CUST-679470,Prime SUV,Thanisandra,Harlur,,,0,,1,Customer related issue,0,,,,,
2025-07-20,20:37:16,BLR202507-002904,Cancelled by Customer,CUST-530552,Auto,Indiranagar,Mahadevapura,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-19,21:07:47,BLR202507-002905,Incomplete,CUST-808043,Prime SUV,Koramangala,Shivajinagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-03,07:42:18,BLR202507-002906,Success,CUST-626461,Prime Plus,Arekere,Ulsoor,10,22,0,,0,,0,,368.75,12.35,4.38,4.85
2025-07-23,12:11:28,BLR202507-002907,Cancelled by Driver,CUST-692497,Mini,Yeshwanthpur,Kalyan Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-09,08:24:36,BLR202507-002908,Cancelled by Driver,CUST-714110,Auto,Hoodi,Sadashivanagar,,,0,,1,More than permitted people in there,0,,,,,
2025-07-06,01:19:59,BLR202507-002909,Success,CUST-573668,Prime Sedan,Rajajinagar,MG Road,6,12,0,,0,,0,,151.86,4.63,4.08,4.9
2025-07-10,08:47:48,BLR202507-002910,Success,CUST-730320,Prime Sedan,Kadubeesanahalli,Jayanagar,10,23,0,,0,,0,,688.32,23.8,5,4.41
2025-07-22,01:28:36,BLR202507-002911,Cancelled by Customer,CUST-262315,Prime SUV,Electronic City,Hebbal,,,1,Wrong Address,0,,0,,,,,
2025-07-16,10:35:30,BLR202507-002912,Success,CUST-361140,Auto,CV Raman Nagar,Devanahalli,8,15,0,,0,,0,,82.25,3.11,4.59,4.69
2025-07-24,17:32:45,BLR202507-002913,Success,CUST-945993,eBike,Malleshwaram,Devanahalli,2,7,0,,0,,0,,81.58,6.22,4.16,4.04
2025-07-13,05:23:43,BLR202507-002914,Success,CUST-146005,Prime Sedan,Malleshwaram,RT Nagar,9,21,0,,0,,0,,504.52,20.66,5,5
2025-07-11,03:35:37,BLR202507-002915,Success,CUST-816212,Bike,Basavanagudi,RT Nagar,8,12,0,,0,,0,,141.5,12.65,4.12,3.97
2025-07-23,22:47:35,BLR202507-002916,Success,CUST-566266,Prime SUV,Hoodi,Jayanagar,12,23,0,,0,,0,,195.44,4.48,4.67,4.88
2025-07-04,12:23:08,BLR202507-002917,Success,CUST-272420,Prime Plus,JP Nagar,Manyata Tech Park,12,17,0,,0,,0,,158.75,3.95,4.51,5
2025-07-31,09:41:29,BLR202507-002918,Success,CUST-734604,Bike,Koramangala,Harlur,8,17,0,,0,,0,,120.56,9.46,4.92,3.95
2025-07-16,22:46:38,BLR202507-002919,Success,CUST-484487,Prime SUV,Hoodi,Kadubeesanahalli,4,12,0,,0,,0,,386.4,11.3,5,4.53
2025-07-01,22:59:07,BLR202507-002920,Cancelled by Customer,CUST-842820,Bike,Hoodi,KR Puram,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-14,22:15:07,BLR202507-002921,Success,CUST-596666,Auto,Ulsoor,Kadubeesanahalli,7,21,0,,0,,0,,306.12,20.08,4.25,5
2025-07-18,01:49:23,BLR202507-002922,Success,CUST-836150,Mini,Electronic City,Mahadevapura,6,11,0,,0,,0,,355.18,17.51,4.34,4.41
2025-07-12,02:53:04,BLR202507-002923,Cancelled by Customer,CUST-597680,Mini,Shivajinagar,Frazer Town,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-04,03:58:39,BLR202507-002924,Success,CUST-125280,Prime Plus,Marathahalli,Nagarbhavi,4,10,0,,0,,0,,217,6.28,4.88,4.06
2025-07-06,16:10:09,BLR202507-002925,Incomplete,CUST-796926,Prime Plus,Harlur,Horamavu,,,0,,0,,1,Other Issue,,,,
2025-07-12,09:16:08,BLR202507-002926,Cancelled by Customer,CUST-684443,Prime Sedan,Bommanahalli,Electronic City,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-19,14:29:45,BLR202507-002927,Success,CUST-533330,Auto,Peenya,MG Road,11,19,0,,0,,0,,133.78,7.77,4.43,4.65
2025-07-08,21:54:32,BLR202507-002928,Success,CUST-312281,Prime Plus,Silk Board,JP Nagar,11,22,0,,0,,0,,353.25,11.73,4.2,4.79
2025-07-24,21:28:51,BLR202507-002929,Success,CUST-835548,Mini,Indiranagar,KR Puram,11,22,0,,0,,0,,202.72,9.04,4.81,4.58
2025-07-02,23:27:38,BLR202507-002930,Cancelled by Driver,CUST-634979,Prime SUV,Indiranagar,Jayanagar,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-19,04:03:38,BLR202507-002931,Success,CUST-656289,Auto,Silk Board,JP Nagar,7,14,0,,0,,0,,205.46,12.89,4.38,4.33
2025-07-11,10:38:06,BLR202507-002932,Success,CUST-355512,Prime SUV,Bommanahalli,Yelahanka,4,12,0,,0,,0,,844.54,24.92,4.92,4.7
2025-07-07,06:35:07,BLR202507-002933,Success,CUST-796292,Mini,Bommanahalli,Malleshwaram,4,17,0,,0,,0,,174.1,7.45,4.14,4.73
2025-07-13,09:02:28,BLR202507-002934,Success,CUST-679896,eBike,Hennur,Yeshwanthpur,5,10,0,,0,,0,,37.36,2.44,4.6,5
2025-07-28,08:08:32,BLR202507-002935,Success,CUST-942918,Auto,Banashankari,Horamavu,8,14,0,,0,,0,,226.47,12.92,4.73,4.7
2025-07-05,13:26:42,BLR202507-002936,Cancelled by Customer,CUST-999516,Bike,Banashankari,Sarjapur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-16,08:54:36,BLR202507-002937,Cancelled by Customer,CUST-638322,Auto,Nagarbhavi,Rajajinagar,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-21,22:18:57,BLR202507-002938,Success,CUST-890011,Mini,Hennur,KR Puram,6,19,0,,0,,0,,366.52,18.14,4.1,4.19
2025-07-31,11:17:38,BLR202507-002939,Cancelled by Customer,CUST-336288,Prime SUV,Benson Town,Brookefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-25,16:26:24,BLR202507-002940,Success,CUST-552849,Auto,Bellandur,Devanahalli,3,13,0,,0,,0,,369.96,24.64,4.33,4.74
2025-07-13,11:15:33,BLR202507-002941,Cancelled by Customer,CUST-129009,Prime Plus,Horamavu,Nagawara,,,1,Change of plans,0,,0,,,,,
2025-07-13,19:03:02,BLR202507-002942,Success,CUST-571679,Bike,RT Nagar,Manyata Tech Park,9,18,0,,0,,0,,60.26,3.74,4.67,4.83
2025-07-30,02:49:36,BLR202507-002943,Success,CUST-233511,Mini,Kanakapura Road,Shivajinagar,3,14,0,,0,,0,,462.28,23.46,4.35,4.89
2025-07-29,02:19:26,BLR202507-002944,Success,CUST-526279,eBike,Sarjapur,Hennur,7,11,0,,0,,0,,130.98,13.22,4.23,4.72
2025-07-06,14:08:44,BLR202507-002945,Success,CUST-353063,Bike,Sadashivanagar,BTM Layout,4,9,0,,0,,0,,178.5,16.35,5,4.38
2025-07-16,22:15:45,BLR202507-002946,Success,CUST-910653,Auto,Kadubeesanahalli,Uttarahalli,14,19,0,,0,,0,,211.76,13.34,4.39,4.71
2025-07-01,01:05:56,BLR202507-002947,Success,CUST-537588,Auto,Peenya,Marathahalli,12,22,0,,0,,0,,266.78,17.27,4.71,3.98
2025-07-23,14:34:59,BLR202507-002948,Success,CUST-914793,Prime Plus,Devanahalli,Kalyan Nagar,14,27,0,,0,,0,,141.75,3.27,4.87,4.91
